,买家,评价内容,图片,时间,客服回复,商品抬头,价格,追加评论,追加评论时间
0,zhaoyuan8212,送给老妈老爸的礼物，太大了，家里门都进不来，最后拆开包装才搬进来的，还没研究清楚，试做了四个自动模式，从弱到强，好舒服啊！,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01BXK4pm1q93s0xtOs8_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01IYOtmL1q93s0xtw8k_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01jzXAD21q93s89LtEj_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01ovKfTB1q93sAb6gM9_!!0-rate.jpg_400x400.jpg""]",[2019-04-28 19:24:14],[解释] 您每次的好评让我们万分的期待，你们的好评就是对我们最大的鼓励，是我们向前看的最大动力，我们会更加的努力做好我们自己，让你买的开心，用的放心，生活有了它而更加的舒心。我们不断的追求，不断的改进，只为了达到你们的要求，不管你们的要求有多高，我们也要时刻为你们服务，这就是我们的宗旨。再一次感谢你对我们店铺的支持，希望你永远记得有我们伴在你的身边，我们时刻准备着再次为你服务,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,一朵lu,外观漂亮大气，质量也很好，最关键的是按摩起来很舒服，多种按摩方式供选 择，力度也可调节，家里人非常满意，按摩手法很舒适，坐在上面超级享受，安装专业，服务好。,[],[2019-04-28 18:16:45],[解释] 看到亲对宝贝的喜爱，我们瞬间动力满满~此款按摩椅氛围灯精心设计，镭射雕刻LED，64色环境氛围照明系统，打造浪漫气氛。KGC诚挚感谢您的选择和支持，祝亲快乐生活每一天！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,lovekee007,很不错，舒服送货的小哥很给力，给我送达了门口还给组装好，感谢小哥,[],[2019-04-28 15:34:41],[解释] 简单的日子就像一杯芳香的茶，越品就会越有味道，好品质的宝贝都会在时间的验证下证明它独特的价值。相信卡杰诗的按摩椅不会让亲爱的失望。感谢您对卡杰诗的支持！好的产品也是需要主人的细心呵护哦，如果使用过程中有什么问题，可即刻与我们联系，我们将竭尽全力为您服务！O(∩_∩)O~,KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,芬芬要购物,试了一天了，很舒服，以后天天就可以在家里按摩了，美美哒！,"[""https://img.alicdn.com/imgextra/i2/0/O1CN015f57Ci27BfaxZiJyQ_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01T9lbCz27Bfb11MAmm_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01GsT18N27Bfb2HOta0_!!0-rate.jpg_400x400.jpg""]",[2019-04-28 10:16:37],[解释] 一次愉快的购物是我们相遇的开始，长久的相处会让亲愈发感受到我们的认真和负责。亲的满意是我们前行的动力，为了给亲更好的购物体验，KGC不断优化完善我们的服务，按摩椅8大自动程序，全新智能定制规划亲理想的舒适度，16大手动程序为您专属呵护，好的产品也需要亲的细心呵护哦，不使用的时候及时关闭电源哦~~KGC祝您生活愉快！,【来电价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,沉默只代表一种姿势,给爸妈买的 总体来说挺不错的 开始的手法不会 后来觉得按的还不错 唯一就是有点噪音 可以接受 其他的都挺好的 售后糖糖也是挺热情的积极的给解决不会的操作,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01pBGfWL1Qd7rPpYpei_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01xza2bV1Qd7rQqPwdd_!!0-rate.jpg_400x400.jpg""]",[2019-04-27 22:41:19],[解释] 糖糖好开心~~被亲亲表扬了呢！全心、用心服务每一位客户是我们的职责，非常感谢亲的肯定和选择。亲，报装和售后电话都是4006760010哦，在使用中有任何疑问也可以随时联系我们在线客服哈，祝亲生活愉快~~~~！,【来电价】KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,任衍盛,收到试用后再来评价，宝贝价格便宜质量又好，使用方便，不用了又省地方可以折起来，放在家里又高大善值得购买，服务态度也很好?,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01iO28PN211Esf8ZTis_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01gAUGZ3211EsfMnlDa_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01paw0rO211EshACUyC_!!0-rate.jpg_400x400.jpg""]",[2019-04-27 16:09:33],[解释] 亲的肯定和赞许既是鼓励和支持也是鞭策和动力，卡杰诗的每一位小伙伴会一如既往的用心工作，以最真挚的诚意接待每一位客户，为大家提供全面，细致，贴心的服务；卡杰诗值得您信赖，卡杰诗服务电话400-676-0010全天在线，真正的售后无忧！记得关注和收藏店铺哦，把爱分享，谢谢亲的选择，前进我们在路上！,KGC/卡杰诗跑步机家用多功能电动折叠静音智能跑步机女性抖音同款,10800.0,,
0,我爱中医2012,同事推荐的，我们一次买了三个，不错?，使用一点时间再来追评。,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01MoOQMw2KnlXnMer6s_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01EVvg2S2KnlXpDBKQr_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN0143nhUE2KnlXqGv54o_!!0-rate.jpg_400x400.jpg""]",[2019-04-27 15:12:06],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买使用体验，珍惜买家的每一份反馈，使用过程中有什么问题可随时召唤在线客服哦！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,【来电价】KGC/卡杰诗车载家用按摩器多功能颈椎颈部按摩枕全身适用热敷静音,588.0,,
0,ldd19920204,此用户没有填写评价。,"[""https://img.alicdn.com/imgextra/i4/0/O1CN0154kh0J1G1tVQhTPAl_!!0-rate.jpg_400x400.jpg""]",[2019-04-27 14:50:02],[解释] 夏菲好开心~~被亲亲表扬了呢！全心、用心服务每一位客户是我们的职责，非常感谢亲的肯定和选择。亲，报装和售后电话都是4006760010哦，在使用中有任何疑问也可以随时联系我们在线客服哈，祝亲生活愉快~~~~！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,[追加评论] 收到货了，师傅帮忙抬上楼的，真的很舒服，跟我在机场试的差不多。评价时给夏菲，事无巨细的客服妹妹耐心解答，给她点个赞哈～,[确认收货后 0 天追加评论]
0,小情调0616,宝贝挺好的，按摩舒服，家人都很满意，好评！,[],[2019-04-27 14:22:02],[解释] 更专业的服务只为亲呈现更好的消费体验！在使用中有什么问题可随时咨询在线客服哦，也可拨打售后电话4006760010。平日记得留意按摩椅的保养哦，在不使用的时间里，记得拔掉电源开关，这样能延长按摩椅寿命哦。祝您生活愉快，幸福好运！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,tb287517510,用了还可以，比我以前坐的校果不错，,[],[2019-04-27 12:33:21],[解释] 亲的肯定和赞许既是鼓励和支持也是鞭策和动力，卡杰诗的每一位小伙伴会一如既往的用心工作，以最真挚的诚意接待每一位客户，为大家提供全面，细致，贴心的服务；卡杰诗值得您信赖，卡杰诗服务电话400-676-0010全天在线，真正的售后无忧！记得关注和收藏店铺哦，把爱分享，谢谢亲的选择，前进我们在路上！,KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,qingwang_01,特别好，质量也不错，服务周到,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01PZrEj81jeTjBi5ko4_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01NCxPLS1jeTjIZ6ck5_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01nvRbgp1jeTjIspjko_!!0-rate.jpg_400x400.jpg""]",[2019-04-27 12:18:36],[解释] 这个世界，拥有爱的唯一方法是以真心换真心。用最真实的感触，去表达最真心的关怀。星河采用医用级硅胶材质滚轮，更具柔韧、耐磨、防震等优点，睡眠模式下机械手自动隐藏，让您睡个好觉~KGC祝您生活愉快！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,justyeee,没想到一天就送到了，物流真心快，已经安装好试用了，真的很不错，按摩超舒服，功能多，操作方便，PAD操作有档次，好评！,[],[2019-04-27 09:42:40],[解释] 一次愉快的购物是我们相遇的开始，长久的相处会让亲愈发感受到我们的认真和负责。亲的满意是我们前行的动力，为了给亲更好的购物体验，KGC不断优化完善我们的服务，按摩椅8大自动程序，全新智能定制规划亲理想的舒适度，16大手动程序为您专属呵护，好的产品也需要亲的细心呵护哦，不使用的时候及时关闭电源哦~~KGC祝您生活愉快！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,qq100050568,55,[],[2019-04-27 09:08:32],,kgc官方旗舰店满15000元-2000元店铺优惠券04/26-04/27,10.0,,
0,北京大丈夫,给老爸老妈购买的，他们年事已高，多已经80多岁了，由于常年操劳，腰腿不好，肌肉僵硬，腰酸腿疼。前几年给二老买了几百元的理疗仪，效果一般般。前些日子在网上偶然看到KGC按摩椅，买家评论都还不错。就下订单买了一台豪华版的梦月。到手后，二老十分喜欢，争相使用体验。效果非常不错，确实体会到一分钱一分货。在购买过程中，尤其要感谢客服诗诗的耐心细致周到的服务，给我留下深刻印象，特此感谢诗诗的敬业精神和精湛的业余能力。,"[""https://img.alicdn.com/imgextra/i2/0/O1CN01V4UvnQ1q5r69xaKXc_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01KWW0NL1q5r6AJcJrw_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01GvllGx1q5r6Bn5pmv_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01upg4u91q5r6CmyWqU_!!0-rate.jpg_400x400.jpg""]",[2019-04-26 18:33:45],"[解释] 亲,非常感谢您的支持哦！能够得到亲的认可是我们的最大动力，我们会继续努力提高产品和服务质量。在售前，售中，售后把关，做好每个环节，力图为大家提供更好更贴心的服务，请您继续支持和关注我们，有您的鼓励和陪伴，相信卡杰诗会更加茁壮成长，向更好更优秀的行列前行哦！使用满意的话，请多多分享给亲朋好友哦！期待您的再次光临！祝您生活愉快~",KGC/卡杰诗梦月智能按摩椅家用全自动揉捏全身畅享大空间体验,79800.0,,
0,爱钓鱼的猴～,此用户没有填写评价。,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01T7OrhJ1YuXqkj3niG_!!0-rate.jpg_400x400.jpg""]",[2019-04-26 12:02:09],[解释] 糖糖好开心~~被亲亲表扬了呢！全心、用心服务每一位客户是我们的职责，非常感谢亲的肯定和选择。亲，报装和售后电话都是4006760010哦，在使用中有任何疑问也可以随时联系我们在线客服哈，祝亲生活愉快~~~~！,【来电价】KGC/卡杰诗星河智能全自动全身太空舱按摩椅零重力按摩沙发椅,79800.0,[追加评论] 谢谢糖糖客服的耐心解答，按摩椅用的挺好的，舒服,[确认收货后 1 天追加评论]
0,黑色曼陀罗qbb,产品很不错,[],[2019-04-25 15:49:33],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,llcsvscs,此用户没有填写评价。,[],[2019-04-25 09:33:44],,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,yuner3666,按摩腰部和臀部还可以，要是脖子部位按摩到位更好，枕头有点多余，定的头部不舒服，我都是把它折了，还是给个好评吧。,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01ptppzd1gPPr4yBmg2_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01HdNzfM1gPPr7eYbjS_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN01RG4Gjb1gPPr9oKPNb_!!0-rate.jpg_400x400.jpg""]",[2019-04-24 17:38:51],[解释] 亲说好，才是真的好！宝贝外观时尚，功能强大，搭配手机配置APP，带给亲更多舒适体验~可以收藏店铺哦，我们将努力为亲提供更好的产品与服务~祝亲生活愉快~,【来电价】KGC/卡杰诗迷你智能小型按摩椅家用全自动多功能电动按摩沙发椅,11800.0,[追加评论] 快递的服务不错。,[确认收货后 0 天追加评论]
0,姜洵198751,这个按摩椅是我给父母买的，听父母说还是不错的！按起来很舒服，做工也很好，外观大气。操作简单，功能也很多， 目前感觉产品质量不错，老人非常满意！,[],[2019-04-24 17:06:12],[解释] 这个世界，拥有爱的唯一方法是以真心换真心。用最真实的感触，去表达最真心的关怀。星河采用医用级硅胶材质滚轮，更具柔韧、耐磨、防震等优点，睡眠模式下机械手自动隐藏，让您睡个好觉~KGC祝您生活愉快！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,trees45,收到了，非常漂亮非常满意，预留的位置也刚刚好，客服十分耐心！还没时间仔细研究，不过体验了几回，都非常舒服的！足部按摩很明显，肩部腰部按摩也超级给力！今天体验了加热功能，也很好！用一段时间以后再来追评！,[],[2019-04-24 16:30:42],[解释] 茫茫淘海中，一次点击，一句问候，让您我相遇。这似乎是命中注定，又或是冥冥之中。亲选购的这款按摩器功能强大，颇受广大群众喜爱。除自动检测体形之外，一键前滑至零重力状态。即使处于静止按摩状态，也可享受悬浮感，使全身沉浸放松。~衷心感谢亲的选择，祝您生活愉快，健康好运！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,huangmeihan1986,宝贝非常好，爸妈很满意，我按了好几次都不肯下来，全身按摩，力道适中，也可以根据情况调节，价格也特别合适，送的礼品也很赞，好评！,[],[2019-04-24 14:38:55],[解释] 千里之行始于足下。此款按摩椅三排足底滚轮，88颗滚珠顶揉，覆盖足底穴位，足部气囊多点式循环充放气，释压双足，恢复活力为您时刻守护。祝亲生活愉快！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,16逐风,质量不错，以后跑长途舒服了。,[],[2019-04-23 21:55:01],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买使用体验，珍惜买家的每一份反馈，使用过程中有什么问题可随时召唤在线客服哦！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,KGC/卡杰诗车载家用按摩器多功能颈椎颈部按摩枕全身适用热敷静音,588.0,,
0,gift6250,挺好的，父母都喜欢?,"[""https://img.alicdn.com/imgextra/i1/0/O1CN01jNfTRf1PV3GC5iQob_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01IuKGLx1PV3GFYi3l2_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01OUKXFf1PV3GGJ6Zst_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01XXxwMJ1PV3GHX4CQO_!!0-rate.jpg_400x400.jpg""]",[2019-04-23 18:52:08],[解释] 每一段时光都承载着生活的欢笑，每一段旅途都开启明天的向往。岁月会馈赠每一份付出，愿所有善良的人都被世界温柔对待，卡杰诗按摩椅，品质之选；卡杰诗为您的每一刻时光耕耘，带着期许一路高歌，祝亲生活愉快、幸福好运！,【来电价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,掀妹子裙底的痴汉,非常棒！老人非常喜欢！,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01nXuXN22NVqto6SCQb_!!0-rate.jpg_400x400.jpg""]",[2019-04-23 16:42:40],[解释] 感谢亲对本店产品的认可呢，您的信赖是小店不断奋进的不竭动力，小店会不断改善产品与服务，争取做到最好，以回报您的厚爱！如果您在使用过程中有什么问题或者建议，请随时与我们联系，我们会最大限度的帮您处理问题。期待您的再次光临，祝您购物愉快！,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,刘建勇8108,很好！已买四个了，质量很好，信得过！,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01L7JAy01RKdU9Jxa52_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i1/0/O1CN01DVe5LW1RKdUAgPTVs_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01ZUM8eU1RKdUBI17q3_!!0-rate.jpg_400x400.jpg""]",[2019-04-23 13:16:44],[解释] 亲爱的，非常感谢您的支持哦！亲的认可是我们最大的动力，我们会继续努力提升产品和服务质量。在售前、售中、售后把关好每个环节，提供更好、更贴心的服务，KGC期待您继续支持和关注~ 使用满意的话，请多多分享给亲朋好友！祝亲生活愉快，健康好运~,KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,bonnieqing65,此用户没有填写评价。,[],[2019-04-23 10:53:17],,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,花房臻er,送货也不容易，但是物流强迫好评很反感,[],[2019-04-23 10:44:43],[解释] 亲亲，您好，抱歉由于第三方物流对您造成了不便，我们也身同感受。您放心，我们以后一定会加强对物流的监督，更好的服务客户，祝亲亲使用愉快！如有需要，可以随时与我们联系，客服的锅锅美眉们乐意为您服务哦~,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,爱时尚潮流服装,"好评，到货快，快递师傅很尽心。按摩椅也不错,妈妈颈椎不好,,按的挺舒服的，操作也简单，方便。使用了几次才来评价的，挺满意的。",[],[2019-04-22 11:41:20],[解释] 需要一场明媚的阳光，这一天才变得美好。有时候，一份远寄而来的惊喜更是能带给您别样的快乐与满足，这份美好的心情，从您有传递到了我们，生活就是这样，感动于您，感动于我，谢谢您对KGC的喜爱，您的满意就是我们最大的动力！,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,阿神吖哦,按摩椅真心不错，所有模式都试过了，可以解除疲劳，尤其是肩颈腰部和臀部按摩的手法和力度都很好，按摩完很放松。客服的服务也很好，安装师傅很认真负责，安装完毕还讲解使用方法，家人都很满意。,[],[2019-04-22 11:13:04],[解释] 当您轻轻的敲下对我们支持的话语时，咱们的每个客服心中都有万分的感动，更多的想法则是“要做的更加好，让亲买的放心，服务到心，让亲用的更开心”，亲亲有任何疑问，欢迎咨询咱家客服哦~,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,52夭夭,此用户没有填写评价。,[],[2019-04-22 11:00:37],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,52夭夭,此用户没有填写评价。,[],[2019-04-22 11:00:01],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,wyp1858,很可爱的按摩椅，听朋友的建议，没买那种大型的按摩椅，一般使用这个就够了，轻巧不占地方。需要提醒一下的是，正是因为它小巧，所以不适合身高比较高的人，我172，感觉是身高的适合上限了，再高就按不到肩膀了，我腿长，腿部也只能按到大腿的一半。总体来说物美价廉，性价比很高，推荐！,[],[2019-04-22 08:24:20],[解释] 您每次的好评都让我们万分期待，也是对我们最大的鼓励，我们一定加倍努力，让你买的开心，用的放心，生活更添舒心。感谢您一如既往对KGC的支持，不论何时，我们都会陪伴在您的身边，为服务做好120分的准备与努力，祝亲爱的生活愉快，健康好运。,【来电价】KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,byesun1,用了一次，感觉不错，后面慢慢研究各种功能，按摩椅本身挺漂亮的，有点皮的味道，正常，门小，师傅拆了扶手进来的，总体满意，希望耐用,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01IDTaSt23b56Yql44O_!!0-rate.jpg_400x400.jpg""]",[2019-04-21 21:09:38],[解释] 亲爱的，非常感谢您的支持哦！亲的认可是我们最大的动力，我们会继续努力提升产品和服务质量。在售前、售中、售后把关好每个环节，提供更好、更贴心的服务，KGC期待您继续支持和关注~ 使用满意的话，请多多分享给亲朋好友！祝亲生活愉快，健康好运~,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,o宝贝oo9哭o,跑步机好漂亮啊，尺寸刚好，赞,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01ejvwpD1xSwMv9xgNs_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01RP8Q751xSwN0UYLig_!!0-rate.jpg_400x400.jpg""]",[2019-04-21 17:54:25],[解释] 日益累积的努力终能被看到，脱颖而出也并不是没有理由，KGC好产品、好服务，经得起时间考验，任何问题交给我们，定不负所望！谢谢亲爱的一直以来支持和信任，祝您生活愉快~~,KGC/卡杰诗跑步机家用多功能电动折叠静音智能跑步机女性抖音同款,10800.0,,
0,杜贞国,物流很快，用着很舒服，性价比很高,"[""https://img.alicdn.com/imgextra/i3/0/O1CN01KF94Wn1PAtpiapxks_!!0-rate.jpg_400x400.jpg""]",[2019-04-21 15:45:59],[解释] 亲说好，才是真的好！宝贝外观时尚，功能强大，搭配手机配置APP，带给亲更多舒适体验~可以收藏店铺哦，我们将努力为亲提供更好的产品与服务~祝亲生活愉快~,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,ganchuqingfeng,此用户没有填写评价。,[],[2019-04-21 10:18:46],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,ganchuqingfeng,此用户没有填写评价。,[],[2019-04-21 10:18:18],,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,第四人称0748,底座不平，好晃。,[],[2019-04-21 10:04:30],[解释] 亲爱的，非常感谢您的支持哦！亲的认可是我们最大的动力，我们会继续努力提升产品和服务质量。在售前、售中、售后把关好每个环节，提供更好、更贴心的服务，对于亲提出的问题已经加急帮您安排技术上门了哦，您注意接听电话哈。KGC期待您继续支持和关注~ 使用满意的话，请多多分享给亲朋好友！祝亲生活愉快，健康好运~,KGC/卡杰诗迷你智能小按摩椅家用新款小型全自动电动按摩沙发椅,11800.0,,
0,bzh13439061325,此用户没有填写评价。,[],[2019-04-20 20:20:51],,KGC/卡杰诗高频震动mini按摩器无线便携颈部腰背全身多功能按摩器,299.0,,
0,京n6pj66,好大的包装，惊喜，太舒服了，不想停下?，就差底板抽不出来了，太重了，一分价钱一分货，给父母买的，两人抢着用，过两天自己也买一个放家用，想入手的不要犹豫了，早买早享受。,"[""https://img.alicdn.com/imgextra/i4/0/O1CN01igFHlQ236OZGmEOE6_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN011zvzKS236OZH8CHfy_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i4/0/O1CN01IGIdwi236OZJXzPoq_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i3/0/O1CN011LxWVk236OZL079rH_!!0-rate.jpg_400x400.jpg"", ""https://img.alicdn.com/imgextra/i2/0/O1CN01NJmeYi236OZL08ENm_!!0-rate.jpg_400x400.jpg""]",[2019-04-20 15:03:54],[解释] 感谢亲亲的及时评价，看到您给予我们如此高的评价，说明已经得到您的肯定，这是我们最欣慰的事，我们会用精良的品质和方便优质的售后服务来感谢亲对我们KGC的喜爱和信任。祝您生活愉快,KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,babyblue2014,此用户没有填写评价。,[],[2019-04-20 04:04:39],,【来电价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,shouhou910302,帮同事买的，她说好用,[],[2019-04-19 22:13:59],[解释] 简单的日子就像一杯芳香的茶，越品就会越有味道，好品质的宝贝都会在时间的验证下证明它独特的价值。相信KGC的产品不会让亲爱的失望。感谢您对KGC的支持！好的产品也是需要主人的细心呵护哦！如果使用过程中有任何问题，请即刻与我们联系，我们将竭尽全力为您服务！O(∩_∩)O~,KGC/卡杰诗肩颈敲打按摩披肩肩膀捶背家用全身按摩器,588.0,,
0,tb90729297,此用户没有填写评价。,[],[2019-04-19 20:32:55],,【来电价】KGC/卡杰诗K3按摩椅家用全自动太空舱全身揉捏多功能电动老人沙发,12000.0,,
0,苏简然,东西收到了还不错，之前在商场体验过，感觉价格比较贵，无意间搜到这款，听了客服的介绍决定尝试购买试试，按摩椅真的很不错哦，性价比很高，主要是按的真的很舒适，体验感非常好，强烈推荐。,[],[2019-04-19 17:35:07],[解释] 谢谢亲的选择，您的肯定既是鼓励和支持也是鞭策和动力，KGC的每一位小伙伴会一如既往的用心工作，以最真挚的诚意接待每一位客户，为大家提供全面，细致，贴心的服务；KGC值得您信赖，服务电话400-676-0010全天在线，真正的售后无忧！记得关注和收藏店铺，把爱和健康分享给小伙伴哦~,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,紫枫琳4857,宝贝与描述一样的好看又好用，操作起来挺简单，确实适合闲时放松放松，客服人员耐心态度非常好，谢谢你们的耐心解答，愉快的一次购物体验。,[],[2019-04-19 13:51:58],[解释] 谢谢亲的选择和支持，我们关注每一位用户的购买与使用体验，珍惜买家的每一份反馈，使用过程中有任何问题都可以随时召唤在线客服！亲亲的建议被采纳后，我们会有精美小礼品相送哦~~~~,【来电价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,mandizhu,做工精细，声音不大，虽然是PAD操控，但是也比较简单的，按摩头细腻很软，跟真人按摩一样，功能很多，非常满意！,[],[2019-04-18 17:36:53],[解释] 浩瀚的宇宙星河，世间万物，存在着太多未知，KGC从此踏上探索之旅，解锁未知，点亮星空。此款按摩椅全新升级点触式操控，开创性大屏联动交互；图文同屏，爸妈也能看清；7英寸触控大屏简易触控操控，平视显示界面，操作更简单更方便。坚持您的选择，KGC定不负您。祝亲生活愉快，永葆青春~~,KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
0,死票子,此用户没有填写评价。,[],[2019-04-18 16:50:49],,【来电价】KGC/卡杰诗星月电动按摩椅家用全自动全身揉捏太空舱多功能沙发椅,52800.0,,
0,luerzhong77,按摩椅非常好，超出预期，很舒服，每天都在用，功能很多，边用面膜边按摩真的是一种享受，PAD操控也很简单，上面介绍的非常详细，在咨询的过程中客服都很耐心，安装师傅也很负责任，好评！,[],[2019-04-18 16:48:03],[解释] KGC的不断成长与蜕变来自亲们的支持与认可。星河源于宇宙银河的设计灵感，仿人体脊柱曲度，使按摩椅又上升一个高度，赋予生命内在的焕活之旅，疲惫身躯您交给我们，我们将还您一份舒适与心安，KGC祝您身体健康，万事如意！,【来电价】KGC/卡杰诗智能豪华电动按摩椅全自动全身太空舱零重力家用沙发椅,79800.0,,
